QuestionID,Class,Subject,Topic,Question,OptionA,OptionB,OptionC,OptionD,CorrectAnswer,Explanation,Difficulty,Source,Active
ENG173,6,English,Sentences,Choose the conjunction: 'Work hard ___ you will succeed.',and,or,because,although,A,And joins the two related clauses.,Easy,RMS/Sainik Prep,TRUE
ENG174,6,English,Sentences,"Choose the conjunction: 'Hurry up, ___ you will miss the bus.'",or,and,because,so,A,Or shows the consequence of not hurrying.,Medium,RMS/Sainik Prep,TRUE
ENG175,6,English,Sentences,"Choose the conjunction: 'Although he was tired, he continued.'",Although,he,was,continued,A,Although introduces a contrast clause.,Medium,RMS/Sainik Prep,TRUE
ENG176,6,English,Sentences,A sentence with one independent clause is called a ___.,simple sentence,compound sentence,complex sentence,phrase,A,A simple sentence has one independent clause.,Medium,RMS/Sainik Prep,TRUE
ENG177,6,English,Sentences,A sentence joined by coordinating conjunctions such as and/but is a ___.,simple,compound,complex,fragment,B,A compound sentence joins independent clauses.,Medium,RMS/Sainik Prep,TRUE
ENG178,6,English,Sentences,"Which is a phrase, not a complete sentence?",The birds fly.,in the garden,She reads.,They laughed.,B,In the garden does not express a complete thought.,Easy,RMS/Sainik Prep,TRUE
ENG179,6,English,Sentences,Choose the correct subject-verb agreement.,The boys plays.,The boys play.,The boys playing.,The boys is play.,B,Plural boys takes plural verb play.,Easy,RMS/Sainik Prep,TRUE
ENG180,6,English,Sentences,Choose the correct sentence.,She go to school daily.,She goes to school daily.,She going to school daily.,She gone to school daily.,B,Third-person singular she takes goes in the simple present.,Easy,RMS/Sainik Prep,TRUE
ENG181,6,English,Sentences,Choose the correct sentence.,They was happy.,They were happy.,They is happy.,They be happy.,B,Plural subject they takes were in the past.,Easy,RMS/Sainik Prep,TRUE
ENG182,6,English,Sentences,Choose the correct sentence.,I has a pen.,I have a pen.,I having a pen.,I had have a pen.,B,I takes have in the simple present.,Easy,RMS/Sainik Prep,TRUE
ENG183,6,English,Sentences,Which sentence is in the passive voice?,The boy kicked the ball.,The ball was kicked by the boy.,The boy is kicking the ball.,The boy kicks the ball.,B,The object becomes the subject in passive voice.,Medium,RMS/Sainik Prep,TRUE
ENG184,6,English,Sentences,Choose the active voice: 'The window was broken by the boy.',The boy broke the window.,The window broke the boy.,The boy was broken.,The window was breaking.,A,The boy performs the action in the active sentence.,Medium,RMS/Sainik Prep,TRUE
ENG185,6,English,Sentences,Choose the correctly arranged sentence.,always / he / early / rises,He rises early always.,He always rises early.,Always he early rises.,C,The natural word order is He always rises early.,Easy,RMS/Sainik Prep,TRUE
ENG186,6,English,Sentences,Choose the correct article: '___ apple a day is healthy.',A,An,The,No article,B,An is used before the vowel sound in apple.,Easy,RMS/Sainik Prep,TRUE
ENG187,6,English,Sentences,Choose the correct article: 'He is ___ honest man.',a,an,the,no,B,"Honest begins with a vowel sound, so an is used.",Easy,RMS/Sainik Prep,TRUE
ENG188,6,English,Sentences,Choose the correct article: 'I saw ___ European tourist.',a,an,the,no,A,"European begins with the consonant sound /y/, so a is used.",Hard,RMS/Sainik Prep,TRUE
ENG189,6,English,Sentences,Choose the correct sentence.,There are a book on the table.,There is a book on the table.,There is books on the table.,There are one book on the table.,B,A singular book takes there is.,Easy,RMS/Sainik Prep,TRUE
ENG190,6,English,Tenses,Choose the simple present form: 'She ___ to school every day.',go,goes,went,going,B,"She is third-person singular, so goes is correct.",Easy,RMS/Sainik Prep,TRUE
ENG191,6,English,Tenses,Choose the simple present form: 'They ___ cricket on Sundays.',play,plays,played,playing,A,Plural they takes play.,Easy,RMS/Sainik Prep,TRUE
ENG192,6,English,Tenses,Choose the simple past: 'He ___ the letter yesterday.',writes,write,wrote,writing,C,Wrote is the past form of write.,Easy,RMS/Sainik Prep,TRUE
ENG193,6,English,Tenses,Choose the simple past: 'She ___ a song last night.',sings,sang,sing,singing,B,Sang is the past form of sing.,Easy,RMS/Sainik Prep,TRUE
ENG194,6,English,Tenses,Choose the simple future: 'We ___ visit Delhi tomorrow.',will,were,did,have,A,Will forms the simple future.,Easy,RMS/Sainik Prep,TRUE
ENG195,6,English,Tenses,Choose the present continuous: 'They ___ football now.',play,played,are playing,will play,C,Are playing describes an action happening now.,Easy,RMS/Sainik Prep,TRUE
ENG196,6,English,Tenses,Choose the past continuous: 'I ___ when you called.',sleep,slept,was sleeping,am sleeping,C,Was sleeping is the past continuous form.,Easy,RMS/Sainik Prep,TRUE
ENG197,6,English,Tenses,"Choose the future continuous: 'At 8 p.m., I ___ dinner.'",eat,ate,will be eating,have eaten,C,Will be eating is future continuous.,Medium,RMS/Sainik Prep,TRUE
ENG198,6,English,Tenses,Choose the present perfect: 'She ___ her homework.',has finished,finished yesterday,is finishing,will finish,A,Has finished is present perfect.,Easy,RMS/Sainik Prep,TRUE
ENG199,6,English,Tenses,Choose the past perfect: 'The train ___ before we reached the station.',leaves,left,had left,has left,C,Had left shows an earlier past action.,Medium,RMS/Sainik Prep,TRUE
ENG200,6,English,Tenses,"Choose the future perfect: 'By Monday, he ___ the work.'",finishes,finished,will have finished,is finishing,C,Will have finished shows completion before a future time.,Medium,RMS/Sainik Prep,TRUE
ENG201,6,English,Tenses,Identify the tense: 'I am reading a book.',Simple present,Present continuous,Simple past,Present perfect,B,Am reading is present continuous.,Easy,RMS/Sainik Prep,TRUE
ENG202,6,English,Tenses,Identify the tense: 'They visited Agra last year.',Simple present,Present continuous,Simple past,Past perfect,C,Visited is simple past.,Easy,RMS/Sainik Prep,TRUE
ENG203,6,English,Tenses,Identify the tense: 'She has lived here for five years.',Present perfect,Simple past,Past continuous,Future perfect,A,Has lived is present perfect.,Medium,RMS/Sainik Prep,TRUE
ENG204,6,English,Tenses,Identify the tense: 'He had eaten before the movie began.',Past perfect,Present perfect,Simple past,Past continuous,A,Had eaten is past perfect.,Medium,RMS/Sainik Prep,TRUE
ENG205,6,English,Tenses,Identify the tense: 'We will travel tomorrow.',Simple present,Simple past,Simple future,Future continuous,C,Will travel is simple future.,Easy,RMS/Sainik Prep,TRUE
ENG206,6,English,Tenses,Choose the correct form: 'The sun ___ in the east.',rise,rises,rose,rising,B,A general truth takes simple present; sun is singular.,Easy,RMS/Sainik Prep,TRUE
ENG207,6,English,Tenses,Choose the correct form: 'Water ___ at 100°C.',boil,boils,boiled,boiling,B,A scientific fact uses simple present.,Easy,RMS/Sainik Prep,TRUE
ENG208,6,English,Tenses,Choose the correct form: 'I ___ my friend yesterday.',meet,meets,met,meeting,C,Met is the past form of meet.,Easy,RMS/Sainik Prep,TRUE
ENG209,6,English,Tenses,Choose the correct form: 'She ___ dinner when I arrived.',cooks,cooked,was cooking,has cooked,C,Was cooking was in progress when another past action occurred.,Medium,RMS/Sainik Prep,TRUE
ENG210,6,English,Tenses,Choose the correct form: 'They ___ already ___ the match.',"have, won","has, win","had, winning","will, won",A,Have won is present perfect with plural they.,Easy,RMS/Sainik Prep,TRUE
ENG211,6,English,Tenses,Choose the correct form: 'He ___ his work before the teacher came.',has finished,had finished,finishes,will finish,B,Had finished occurred before another past event.,Medium,RMS/Sainik Prep,TRUE
ENG212,6,English,Tenses,"Choose the correct form: 'By next year, she ___ her course.'",completed,will have completed,has completed,completing,B,Will have completed is future perfect.,Medium,RMS/Sainik Prep,TRUE
ENG213,6,English,Tenses,Choose the correct form: 'Look! The baby ___.',cries,cried,is crying,will cry,C,Is crying describes an action happening now.,Easy,RMS/Sainik Prep,TRUE
ENG214,6,English,Tenses,"Choose the correct form: 'When I was young, I ___ in Patna.'",live,lived,am living,will live,B,Lived refers to a completed past state.,Easy,RMS/Sainik Prep,TRUE
ENG215,6,English,Tenses,Choose the correct form: 'We ___ for an hour before the bus arrived.',wait,waited,had been waiting,are waiting,C,Had been waiting is past perfect continuous.,Hard,RMS/Sainik Prep,TRUE
ENG216,6,English,Tenses,Identify the tense: 'She has been studying since morning.',Present perfect continuous,Past perfect,Present continuous,Simple present,A,Has been studying shows an action continuing up to now.,Hard,RMS/Sainik Prep,TRUE
ENG217,6,English,Tenses,Identify the tense: 'They had been playing for two hours.',Past perfect continuous,Present perfect continuous,Past continuous,Simple past,A,Had been playing is past perfect continuous.,Hard,RMS/Sainik Prep,TRUE
ENG218,6,English,Tenses,Choose the correct form: 'I ___ this book twice.',read,have read,am reading,will read,B,Have read expresses an experience up to the present.,Medium,RMS/Sainik Prep,TRUE
ENG219,6,English,Tenses,Choose the correct form: 'She ___ to the market before it started raining.',goes,had gone,has gone,will go,B,Had gone occurred before another past event.,Medium,RMS/Sainik Prep,TRUE
ENG220,6,English,Tenses,"Choose the correct form: 'Tomorrow at this time, we ___ to Mumbai.'",travel,travelled,will be travelling,have travelled,C,Will be travelling is future continuous.,Medium,RMS/Sainik Prep,TRUE
ENG221,6,English,Tenses,Choose the correct negative: 'He plays cricket.',He not plays cricket.,He does not play cricket.,He does not plays cricket.,He did not plays cricket.,B,Does not is followed by the base verb play.,Medium,RMS/Sainik Prep,TRUE
ENG222,6,English,Tenses,Choose the correct negative: 'They went home.',They did not went home.,They did not go home.,They do not went home.,They not go home.,B,Did not is followed by the base verb go.,Easy,RMS/Sainik Prep,TRUE
ENG223,6,English,Tenses,Choose the correct question: 'She likes music.',Does she likes music?,Does she like music?,Do she like music?,Did she likes music?,B,Does is followed by the base verb like.,Easy,RMS/Sainik Prep,TRUE
ENG224,6,English,Tenses,Choose the correct question: 'They visited Delhi.',Did they visit Delhi?,Did they visited Delhi?,Do they visited Delhi?,Were they visit Delhi?,A,Did is followed by the base verb visit.,Easy,RMS/Sainik Prep,TRUE
ENG225,6,English,Tenses,Choose the correct form: 'I ___ never ___ such a sight.',"have, seen","has, saw","had, see","am, seeing",A,Have seen is present perfect with I.,Medium,RMS/Sainik Prep,TRUE
ENG226,6,English,Tenses,Choose the correct form: 'He ___ just ___ the door.',"has, closed","have, close","is, closed","did, closing",A,Has closed is present perfect with he.,Easy,RMS/Sainik Prep,TRUE
ENG227,6,English,Tenses,Choose the correct form: 'We ___ dinner before they arrived.',eat,had eaten,have eaten,will eat,B,Had eaten happened before they arrived.,Medium,RMS/Sainik Prep,TRUE
ENG228,6,English,Tenses,Choose the correct form: 'She ___ here since Monday.',is,has been,was,will be,B,Has been expresses a state continuing from Monday to now.,Medium,RMS/Sainik Prep,TRUE
ENG229,6,English,Tenses,Which word commonly signals simple past?,yesterday,now,tomorrow,since,A,Yesterday commonly refers to a completed past time.,Easy,RMS/Sainik Prep,TRUE
ENG230,6,English,Tenses,Which word commonly signals future time?,tomorrow,yesterday,last week,ago,A,Tomorrow refers to future time.,Easy,RMS/Sainik Prep,TRUE
ENG231,6,English,Tenses,Which word often signals present continuous?,now,yesterday,ago,last year,A,Now indicates an action happening at present.,Easy,RMS/Sainik Prep,TRUE
ENG232,6,English,Tenses,Which word often accompanies present perfect?,already,yesterday,last year,ago,A,Already is commonly used with present perfect.,Medium,RMS/Sainik Prep,TRUE
ENG233,6,English,Tenses,Which tense is used for habitual actions?,Simple present,Past perfect,Future perfect,Present perfect continuous,A,Simple present commonly expresses habits.,Easy,RMS/Sainik Prep,TRUE
ENG234,6,English,Tenses,Which tense is used for an action completed before another past action?,Simple present,Past perfect,Future continuous,Present continuous,B,Past perfect marks the earlier of two past actions.,Medium,RMS/Sainik Prep,TRUE
ENG235,6,English,Synonyms,Choose the synonym of 'brave'.,cowardly,courageous,weak,lazy,B,Courageous means brave.,Easy,RMS/Sainik Prep,TRUE
ENG236,6,English,Synonyms,Choose the synonym of 'rapid'.,slow,quick,late,quiet,B,Quick means rapid.,Easy,RMS/Sainik Prep,TRUE
ENG237,6,English,Synonyms,Choose the synonym of 'ancient'.,modern,old,new,recent,B,Ancient means very old.,Easy,RMS/Sainik Prep,TRUE
ENG238,6,English,Synonyms,Choose the synonym of 'happy'.,sad,joyful,angry,tired,B,Joyful means happy.,Easy,RMS/Sainik Prep,TRUE
ENG239,6,English,Synonyms,Choose the synonym of 'begin'.,end,start,stop,finish,B,Start means begin.,Easy,RMS/Sainik Prep,TRUE
ENG240,6,English,Synonyms,Choose the synonym of 'assist'.,help,hurt,ignore,leave,A,Assist means help.,Easy,RMS/Sainik Prep,TRUE
ENG241,6,English,Synonyms,Choose the synonym of 'silent'.,noisy,quiet,angry,bright,B,Quiet means silent.,Easy,RMS/Sainik Prep,TRUE
ENG242,6,English,Synonyms,Choose the synonym of 'large'.,tiny,huge,short,thin,B,Huge means very large.,Easy,RMS/Sainik Prep,TRUE
ENG243,6,English,Synonyms,Choose the synonym of 'clever'.,foolish,intelligent,weak,slow,B,Intelligent means clever.,Easy,RMS/Sainik Prep,TRUE
ENG244,6,English,Synonyms,Choose the synonym of 'difficult'.,easy,hard,simple,soft,B,Hard means difficult.,Easy,RMS/Sainik Prep,TRUE
ENG245,6,English,Synonyms,Choose the synonym of 'purchase'.,sell,buy,borrow,return,B,Purchase means buy.,Easy,RMS/Sainik Prep,TRUE
ENG246,6,English,Synonyms,Choose the synonym of 'reply'.,answer,question,ask,silence,A,Answer means reply.,Easy,RMS/Sainik Prep,TRUE
ENG247,6,English,Synonyms,Choose the synonym of 'liberty'.,freedom,prison,rule,fear,A,Liberty means freedom.,Medium,RMS/Sainik Prep,TRUE
ENG248,6,English,Synonyms,Choose the synonym of 'honest'.,truthful,false,clever,proud,A,Truthful means honest.,Easy,RMS/Sainik Prep,TRUE
ENG249,6,English,Synonyms,Choose the synonym of 'vacant'.,occupied,empty,full,busy,B,Vacant means empty.,Easy,RMS/Sainik Prep,TRUE
ENG250,6,English,Synonyms,Choose the synonym of 'fortunate'.,lucky,unhappy,poor,weak,A,Fortunate means lucky.,Easy,RMS/Sainik Prep,TRUE
ENG251,6,English,Synonyms,Choose the synonym of 'permit'.,allow,refuse,stop,forbid,A,Permit means allow.,Easy,RMS/Sainik Prep,TRUE
ENG252,6,English,Synonyms,Choose the synonym of 'famous'.,unknown,renowned,hidden,ordinary,B,Renowned means famous.,Medium,RMS/Sainik Prep,TRUE
ENG253,6,English,Synonyms,Choose the synonym of 'dangerous'.,safe,risky,gentle,calm,B,Risky means dangerous.,Easy,RMS/Sainik Prep,TRUE
ENG254,6,English,Synonyms,Choose the synonym of 'generous'.,selfish,giving,mean,greedy,B,Giving describes a generous person.,Easy,RMS/Sainik Prep,TRUE
ENG255,6,English,Synonyms,Choose the synonym of 'rapidly'.,slowly,quickly,rarely,quietly,B,Quickly means rapidly.,Easy,RMS/Sainik Prep,TRUE
ENG256,6,English,Synonyms,Choose the synonym of 'observe'.,notice,ignore,forget,hide,A,Observe can mean notice carefully.,Medium,RMS/Sainik Prep,TRUE
ENG257,6,English,Synonyms,Choose the synonym of 'delighted'.,pleased,sad,angry,bored,A,Delighted means very pleased.,Easy,RMS/Sainik Prep,TRUE
ENG258,6,English,Synonyms,Choose the synonym of 'enemy'.,friend,opponent,helper,guest,B,Opponent can mean an enemy or adversary.,Medium,RMS/Sainik Prep,TRUE
ENG259,6,English,Synonyms,Choose the synonym of 'famous' in 'a famous scientist'.,well-known,unknown,ordinary,hidden,A,Well-known means famous.,Easy,RMS/Sainik Prep,TRUE
ENG260,6,English,Synonyms,Choose the synonym of 'purchase' in 'She purchased a book'.,bought,lost,borrowed,sold,A,Purchased means bought.,Easy,RMS/Sainik Prep,TRUE
ENG261,6,English,Synonyms,Choose the synonym of 'depart'.,arrive,leave,stay,return,B,Depart means leave.,Easy,RMS/Sainik Prep,TRUE
ENG262,6,English,Synonyms,Choose the synonym of 'fragile'.,strong,delicate,heavy,hard,B,Fragile means easily broken or delicate.,Medium,RMS/Sainik Prep,TRUE
ENG263,6,English,Synonyms,Choose the synonym of 'accurate'.,correct,wrong,rough,late,A,Accurate means correct or exact.,Medium,RMS/Sainik Prep,TRUE
ENG264,6,English,Synonyms,Choose the synonym of 'essential'.,unnecessary,necessary,optional,extra,B,Essential means necessary.,Medium,RMS/Sainik Prep,TRUE
ENG265,6,English,Antonyms,Choose the antonym of 'ancient'.,old,modern,historic,aged,B,Modern is the opposite of ancient.,Easy,RMS/Sainik Prep,TRUE
ENG266,6,English,Antonyms,Choose the antonym of 'brave'.,bold,fearless,cowardly,strong,C,Cowardly is the opposite of brave.,Easy,RMS/Sainik Prep,TRUE
ENG267,6,English,Antonyms,Choose the antonym of 'victory'.,success,defeat,win,triumph,B,Defeat is the opposite of victory.,Easy,RMS/Sainik Prep,TRUE
ENG268,6,English,Antonyms,Choose the antonym of 'expand'.,increase,grow,contract,enlarge,C,Contract means become smaller.,Easy,RMS/Sainik Prep,TRUE
ENG269,6,English,Antonyms,Choose the antonym of 'accept'.,receive,reject,agree,take,B,Reject is the opposite of accept.,Easy,RMS/Sainik Prep,TRUE
ENG270,6,English,Antonyms,Choose the antonym of 'generous'.,kind,selfish,helpful,giving,B,Selfish is opposite in meaning to generous.,Easy,RMS/Sainik Prep,TRUE
ENG271,6,English,Antonyms,Choose the antonym of 'permanent'.,lasting,temporary,fixed,stable,B,Temporary is the opposite of permanent.,Easy,RMS/Sainik Prep,TRUE
ENG272,6,English,Antonyms,Choose the antonym of 'frequent'.,often,rare,regular,usual,B,Rare means not frequent.,Easy,RMS/Sainik Prep,TRUE
ENG273,6,English,Antonyms,Choose the antonym of 'include'.,contain,exclude,add,cover,B,Exclude means leave out.,Easy,RMS/Sainik Prep,TRUE
ENG274,6,English,Antonyms,Choose the antonym of 'visible'.,seen,clear,invisible,bright,C,Invisible means cannot be seen.,Easy,RMS/Sainik Prep,TRUE
ENG275,6,English,Antonyms,Choose the antonym of 'polite'.,rude,kind,gentle,respectful,A,Rude is the opposite of polite.,Easy,RMS/Sainik Prep,TRUE
ENG276,6,English,Antonyms,Choose the antonym of 'arrival'.,coming,departure,entrance,visit,B,Departure is the opposite of arrival.,Easy,RMS/Sainik Prep,TRUE
ENG277,6,English,Antonyms,Choose the antonym of 'increase'.,rise,decrease,grow,add,B,Decrease means become less.,Easy,RMS/Sainik Prep,TRUE
ENG278,6,English,Antonyms,Choose the antonym of 'success'.,failure,victory,achievement,progress,A,Failure is the opposite of success.,Easy,RMS/Sainik Prep,TRUE
ENG279,6,English,Antonyms,Choose the antonym of 'maximum'.,highest,minimum,greatest,top,B,Minimum is the opposite of maximum.,Easy,RMS/Sainik Prep,TRUE
ENG280,6,English,Antonyms,Choose the antonym of 'optimistic'.,hopeful,positive,pessimistic,cheerful,C,Pessimistic means expecting a negative outcome.,Medium,RMS/Sainik Prep,TRUE
ENG281,6,English,Antonyms,Choose the antonym of 'generous'.,charitable,stingy,helpful,kind,B,Stingy means unwilling to give or spend.,Medium,RMS/Sainik Prep,TRUE
ENG282,6,English,Antonyms,Choose the antonym of 'complex'.,difficult,simple,complicated,hard,B,Simple is the opposite of complex.,Easy,RMS/Sainik Prep,TRUE
ENG283,6,English,Antonyms,Choose the antonym of 'shallow'.,deep,low,thin,narrow,A,Deep is the opposite of shallow.,Easy,RMS/Sainik Prep,TRUE
ENG284,6,English,Antonyms,Choose the antonym of 'ancient' in 'ancient monument'.,historic,modern,old,traditional,B,Modern is the opposite of ancient.,Easy,RMS/Sainik Prep,TRUE
ENG285,6,English,Antonyms,Choose the antonym of 'scarce'.,rare,abundant,limited,few,B,Abundant means plentiful.,Medium,RMS/Sainik Prep,TRUE
ENG286,6,English,Antonyms,Choose the antonym of 'humble'.,modest,proud,simple,kind,B,Proud is opposite to humble in this sense.,Easy,RMS/Sainik Prep,TRUE
ENG287,6,English,Antonyms,Choose the antonym of 'innocent'.,guilty,pure,harmless,honest,A,Guilty is the opposite of innocent.,Medium,RMS/Sainik Prep,TRUE
ENG288,6,English,Antonyms,Choose the antonym of 'create'.,make,destroy,build,produce,B,Destroy is the opposite of create.,Easy,RMS/Sainik Prep,TRUE
ENG289,6,English,Antonyms,Choose the antonym of 'broad'.,wide,narrow,large,open,B,Narrow is the opposite of broad.,Easy,RMS/Sainik Prep,TRUE
ENG290,6,English,Antonyms,Choose the antonym of 'noisy'.,loud,quiet,busy,bright,B,Quiet is the opposite of noisy.,Easy,RMS/Sainik Prep,TRUE
ENG291,6,English,Antonyms,Choose the antonym of 'lend'.,borrow,give,offer,send,A,Borrow is the opposite action to lend.,Medium,RMS/Sainik Prep,TRUE
ENG292,6,English,Antonyms,Choose the antonym of 'major'.,important,minor,large,main,B,Minor is the opposite of major.,Easy,RMS/Sainik Prep,TRUE
ENG293,6,English,Antonyms,Choose the antonym of 'superior'.,higher,inferior,better,greater,B,Inferior is the opposite of superior.,Medium,RMS/Sainik Prep,TRUE
ENG294,6,English,Antonyms,Choose the antonym of 'transparent'.,clear,opaque,bright,visible,B,Opaque means not allowing light through clearly.,Medium,RMS/Sainik Prep,TRUE
ENG295,6,English,Idioms,What does the idiom 'a piece of cake' mean?,very difficult,very easy,very expensive,very sweet,B,It means something is very easy to do.,Easy,RMS/Sainik Prep,TRUE
ENG296,6,English,Idioms,What does 'spill the beans' mean?,cook food,reveal a secret,waste food,plant seeds,B,It means reveal secret information.,Easy,RMS/Sainik Prep,TRUE
ENG297,6,English,Idioms,What does 'once in a blue moon' mean?,very often,very rarely,every night,never,B,It means something happens very rarely.,Easy,RMS/Sainik Prep,TRUE
ENG298,6,English,Idioms,What does 'break the ice' mean?,break something,start a friendly conversation,become angry,feel cold,B,It means make people feel more comfortable in a social situation.,Medium,RMS/Sainik Prep,TRUE
ENG299,6,English,Idioms,What does 'hit the nail on the head' mean?,miss a point,say exactly the right thing,hurt someone,build a house,B,It means identify or state something exactly.,Medium,RMS/Sainik Prep,TRUE
ENG300,6,English,Idioms,What does 'under the weather' mean?,outside,feeling unwell,in the rain,very happy,B,It means feeling ill or unwell.,Easy,RMS/Sainik Prep,TRUE
ENG301,6,English,Idioms,What does 'cost an arm and a leg' mean?,be free,be very expensive,be painful,be dangerous,B,It means cost a lot of money.,Easy,RMS/Sainik Prep,TRUE
ENG302,6,English,Idioms,What does 'in hot water' mean?,bathing,in trouble,feeling warm,cooking,B,It means being in difficulty or trouble.,Medium,RMS/Sainik Prep,TRUE
ENG303,6,English,Idioms,What does 'let the cat out of the bag' mean?,free an animal,reveal a secret,buy a cat,lose something,B,It means reveal a secret accidentally or carelessly.,Medium,RMS/Sainik Prep,TRUE
ENG304,6,English,Idioms,What does 'a blessing in disguise' mean?,a hidden problem,something that seems bad but turns out good,a religious ceremony,a secret gift,B,It describes an unexpected benefit from an apparently bad situation.,Hard,RMS/Sainik Prep,TRUE
ENG305,6,English,Idioms,What does 'burn the midnight oil' mean?,waste oil,work late at night,cook at night,sleep early,B,It means work or study late into the night.,Medium,RMS/Sainik Prep,TRUE
ENG306,6,English,Idioms,What does 'see eye to eye' mean?,look at someone,agree with someone,fight with someone,watch carefully,B,It means agree on an issue.,Easy,RMS/Sainik Prep,TRUE
ENG307,6,English,Idioms,What does 'beat around the bush' mean?,walk in a forest,avoid saying something directly,win a game,cut plants,B,It means avoid getting to the main point.,Hard,RMS/Sainik Prep,TRUE
ENG308,6,English,Idioms,What does 'cry over spilt milk' mean?,cry for food,regret something that cannot be changed,spill milk,be hungry,B,It means waste time regretting an irreversible event.,Medium,RMS/Sainik Prep,TRUE
ENG309,6,English,Idioms,What does 'keep an eye on' mean?,close your eyes,watch or monitor,sleep,ignore,B,It means watch carefully.,Easy,RMS/Sainik Prep,TRUE
ENG310,6,English,Idioms,What does 'make up one's mind' mean?,forget,decide,argue,sleep,B,It means make a decision.,Easy,RMS/Sainik Prep,TRUE
ENG311,6,English,Idioms,What does 'on cloud nine' mean?,angry,very happy,confused,sleepy,B,It means extremely happy.,Easy,RMS/Sainik Prep,TRUE
ENG312,6,English,Idioms,What does 'a storm in a teacup' mean?,a big storm,a lot of fuss about a small matter,a tea party,bad weather,B,It describes exaggerated concern over a minor issue.,Hard,RMS/Sainik Prep,TRUE
ENG313,6,English,Idioms,What does 'pull someone's leg' mean?,help someone walk,tease or joke with someone,injure someone,run away,B,It means tease someone playfully.,Medium,RMS/Sainik Prep,TRUE
ENG314,6,English,Idioms,What does 'through thick and thin' mean?,through a forest,in good and bad times,very quickly,without stopping,B,It means despite difficulties and circumstances.,Medium,RMS/Sainik Prep,TRUE
ENG315,6,English,Idioms,What does 'add fuel to the fire' mean?,put out a fire,make a problem worse,cook food,light a lamp,B,It means worsen an already difficult situation.,Medium,RMS/Sainik Prep,TRUE
ENG316,6,English,Idioms,What does 'the ball is in your court' mean?,play tennis,it is your turn to act,you lost a game,go outside,B,It means the next action or decision is yours.,Hard,RMS/Sainik Prep,TRUE
ENG317,6,English,Idioms,What does 'barking up the wrong tree' mean?,train a dog,pursue the wrong idea or person,climb a tree,make noise,B,It means follow a mistaken line of thought.,Hard,RMS/Sainik Prep,TRUE
ENG318,6,English,Idioms,What does 'get cold feet' mean?,feel cold,become nervous about doing something,run quickly,fall down,B,It means become afraid or nervous before an action.,Medium,RMS/Sainik Prep,TRUE
ENG319,6,English,Idioms,What does 'in black and white' mean?,in darkness,in written or printed form,in two colours,in a photograph,B,It means expressed clearly in writing.,Medium,RMS/Sainik Prep,TRUE
ENG320,6,English,Idioms,What does 'a leopard cannot change its spots' mean?,animals have spots,people cannot easily change their basic nature,leopards are dangerous,spots disappear,B,It means fundamental character is difficult to change.,Hard,RMS/Sainik Prep,TRUE
ENG321,6,English,Idioms,What does 'go the extra mile' mean?,walk far,make an additional effort,travel abroad,run a race,B,It means make more effort than expected.,Medium,RMS/Sainik Prep,TRUE
ENG322,6,English,Idioms,What does 'out of the blue' mean?,from the sky,unexpectedly,sadly,slowly,B,It means unexpectedly or without warning.,Easy,RMS/Sainik Prep,TRUE
ENG323,6,English,Idioms,What does 'face the music' mean?,sing a song,accept the consequences of one's actions,attend a concert,listen carefully,B,It means face the consequences of what one has done.,Hard,RMS/Sainik Prep,TRUE
ENG324,6,English,Idioms,What does 'rain cats and dogs' mean?,animals are falling,rain very heavily,rain lightly,a storm is ending,B,It means rain very heavily.,Easy,RMS/Sainik Prep,TRUE
ENG325,6,English,Phrasal Verbs,What does 'give up' mean?,continue,quit,start,collect,B,Give up means stop trying or quit.,Easy,RMS/Sainik Prep,TRUE
ENG326,6,English,Phrasal Verbs,What does 'look after' mean?,search for,take care of,look behind,ignore,B,Look after means take care of.,Easy,RMS/Sainik Prep,TRUE
ENG327,6,English,Phrasal Verbs,What does 'find out' mean?,hide,discover,lose,forget,B,Find out means discover information.,Easy,RMS/Sainik Prep,TRUE
ENG328,6,English,Phrasal Verbs,What does 'put off' mean?,wear,postpone,remove,start,B,Put off means postpone.,Medium,RMS/Sainik Prep,TRUE
ENG329,6,English,Phrasal Verbs,What does 'turn down' mean?,increase,reject or refuse,turn around,accept,B,Turn down can mean reject or refuse.,Medium,RMS/Sainik Prep,TRUE
ENG330,6,English,Phrasal Verbs,What does 'call off' mean?,invite,cancel,telephone,shout,B,Call off means cancel.,Easy,RMS/Sainik Prep,TRUE
ENG331,6,English,Phrasal Verbs,What does 'carry on' mean?,stop,continue,carry something away,return,B,Carry on means continue.,Easy,RMS/Sainik Prep,TRUE
ENG332,6,English,Phrasal Verbs,What does 'break down' mean in 'The car broke down'?,speed up,stop working,fall upward,start,B,A machine breaks down when it stops working.,Easy,RMS/Sainik Prep,TRUE
ENG333,6,English,Phrasal Verbs,What does 'take off' mean in 'The plane took off'?,land,leave the ground,stop,turn back,B,"For an aircraft, take off means leave the ground.",Easy,RMS/Sainik Prep,TRUE
ENG334,6,English,Phrasal Verbs,What does 'look for' mean?,search for,care for,look after,avoid,A,Look for means search for.,Easy,RMS/Sainik Prep,TRUE
ENG335,6,English,Phrasal Verbs,What does 'look into' mean?,look outside,investigate,sleep,ignore,B,Look into means investigate.,Medium,RMS/Sainik Prep,TRUE
